NU_ANO_CENSO|ID_MATRICULA|CO_PESSOA_FISICA|NU_DIA|NU_MES|NU_ANO|NU_IDADE_REFERENCIA|NU_IDADE|NU_DURACAO_TURMA|NU_DUR_ATIV_COMP_MESMA_REDE|NU_DUR_ATIV_COMP_OUTRAS_REDES|NU_DUR_AEE_MESMA_REDE|NU_DUR_AEE_OUTRAS_REDES|NU_DIAS_ATIVIDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASC|CO_MUNICIPIO_NASC|CO_UF_END|CO_MUNICIPIO_END|TP_ZONA_RESIDENCIAL|TP_OUTRO_LOCAL_AULA|IN_TRANSPORTE_PUBLICO|TP_RESPONSAVEL_TRANSPORTE|IN_TRANSP_VANS_KOMBI|IN_TRANSP_MICRO_ONIBUS|IN_TRANSP_ONIBUS|IN_TRANSP_BICICLETA|IN_TRANSP_TR_ANIMAL|IN_TRANSP_OUTRO_VEICULO|IN_TRANSP_EMBAR_ATE5|IN_TRANSP_EMBAR_5A15|IN_TRANSP_EMBAR_15A35|IN_TRANSP_EMBAR_35|IN_TRANSP_TREM_METRO|IN_NECESSIDADE_ESPECIAL|IN_CEGUEIRA|IN_BAIXA_VISAO|IN_SURDEZ|IN_DEF_AUDITIVA|IN_SURDOCEGUEIRA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_DEF_MULTIPLA|IN_AUTISMO|IN_SINDROME_ASPERGER|IN_SINDROME_RETT|IN_TRANSTORNO_DI|IN_SUPERDOTACAO|IN_RECURSO_LEDOR|IN_RECURSO_TRANSCRICAO|IN_RECURSO_INTERPRETE|IN_RECURSO_LIBRAS|IN_RECURSO_LABIAL|IN_RECURSO_BRAILLE|IN_RECURSO_AMPLIADA_16|IN_RECURSO_AMPLIADA_20|IN_RECURSO_AMPLIADA_24|IN_RECURSO_NENHUM|TP_INGRESSO_FEDERAIS|TP_MEDIACAO_DIDATICO_PEDAGO|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|TP_ETAPA_ENSINO|TP_ETAPA_AGREGADA|ID_TURMA|CO_CURSO_EDUC_PROFISSIONAL|TP_UNIFICADA|TP_TIPO_TURMA|CO_ENTIDADE|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2015|138075464|111900350903|14|3|1999|16|16|260|0|0|0|0|5|2|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|4|4844962||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075467|110846645776|18|3|1999|16|16|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|4|4844962||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075475|110921931971|4|1|1999|16|16|260|0|0|0|0|5|2|5|1|76|31|3135100|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|4|4844962||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075477|112205419900|4|12|1996|18|19|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|4|4844962||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075473|122814148760|30|5|1998|17|17|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|4|4844962||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075454|111447364391|24|1|1999|16|16|260|0|0|0|0|5|1|5|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|4|4844962||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075356|114489346564|9|11|1995|19|20|260|0|0|0|0|5|1|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|4|4844962||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075456|111676842143|22|6|1998|16|17|260|0|0|0|0|5|2|5|1|76|31|3132107|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|4|4844962||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075343|111220814481|19|1|1998|17|17|260|0|0|0|0|5|1|3|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|4|4844962||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075468|111223989487|29|4|1999|16|16|260|0|0|0|0|5|2|0|1|76|31|3139300|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|4|4844962||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075459|112507135955|19|8|1995|19|20|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|4|4844962||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075348|112507135793|17|7|1998|16|17|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|4|4844962||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075474|112507134207|30|11|1997|17|18|260|0|0|0|0|5|2|5|1|76|53|5300108|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|4|4844962||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075357|114788011823|8|3|1998|17|17|260|0|0|0|0|5|2|0|1|76|35|3550308|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|4|4844962||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075361|116868571282|6|8|1985|29|30|260|0|0|0|0|5|2|5|1|76|31|3162450|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|4|4844962||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
2015|138075335|110650849514|2|5|1998|17|17|260|0|0|0|0|5|2|5|1|76|31|3170404|31|3162450|2|3|0|||||||||||||0|||||||||||||||||||||||||1|0|1|0|0|26|4|4844962||0|0|31319058|3|3102|31003|31|3162450|316245005|2|2|||||||||1|2|1
