ANO_CENSO|PK_COD_MATRICULA|FK_COD_ALUNO|NU_DIA|NU_MES|NU_ANO|NUM_IDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|FK_COD_PAIS_ORIGEM|FK_COD_ESTADO_NASC|SGL_UF_NASCIMENTO|FK_COD_MUNICIPIO_DNASC|FK_COD_ESTADO_END|SIGLA_END|FK_COD_MUNICIPIO_END|ID_ZONA_RESIDENCIAL|ID_TIPO_ATENDIMENTO|ID_N_T_E_P|ID_RESPONSAVEL_TRANSPORTE|ID_POSSUI_NEC_ESPECIAL|ID_TIPO_NEC_ESP_CEGUEIRA|ID_TIPO_NEC_ESP_BAIXA_VISAO|ID_TIPO_NEC_ESP_SURDEZ|ID_TIPO_NEC_ESP_DEF_AUDITIVA|ID_TIPO_NEC_ESP_SURDO_CEGUEIRA|ID_TIPO_NEC_ESP_DEF_FISICA|ID_TIPO_NEC_ESP_DEF_MENTAL|ID_TIPO_NEC_ESP_DEF_MULTIPLAS|ID_TIPO_NEC_ESP_AUTISMO|ID_TIPO_NEC_ESP_ASPERGER|ID_TIPO_NEC_ESP_RETT|ID_TIPO_NEC_ESP_TDI|ID_TIPO_NEC_ESP_SUPERDOTACAO|FK_COD_MOD_ENSINO|FK_COD_ETAPA_ENSINO|PK_COD_TURMA|FK_COD_CURSO_PROF|COD_UNIFICADA|FK_COD_TIPO_TURMA|PK_COD_ENTIDADE|FK_COD_ESTADO_ESCOLA|SIGLA_ESCOLA|COD_MUNICIPIO_ESCOLA|ID_LOCALIZACAO_ESC|ID_DEPENDENCIA_ADM_ESC|DESC_CATA_ESCOLA_PRIV|ID_CONVENIADA_PP_ESC|ID_TIPO_CONVENIO_PODER_PUBLICO|ID_MANT_ESCOLA_PRIVADA_EMP|ID_MANT_ESCOLA_PRIVADA_ONG|ID_MANT_ESCOLA_PRIVADA_SIND|ID_MANT_ESCOLA_PRIVADA_S_FINS|ID_DOCUMENTO_REGULAMENTACAO|ID_LOCALIZACAO_DIFERENCIADA|ID_EDUCACAO_INDIGENA
2009|287522726|118284025247|16|10|1973|36|M|5|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|27|9985879||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|299210644|121002444690|20|10|1990|19|F|5|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|27|9985879||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|299200187|121002244098|25|12|1975|34|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|27|9985879||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|287512477|118284270047|8|4|1989|20|F|5|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|27|9985879||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|287522154|118284065893|25|3|1993|16|F|5|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|27|9985879||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|266227737|112280920521|28|2|1991|18|F|0|1|10|31|MG|3162450|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|27|9985879||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|290580060|113372277146|19|9|1987|22|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|27|9985879||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|309682609|110047988494|16|4|1984|25|F|0|1|10|31|MG|3162450|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|27|9985879||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|284854460|119434510286|31|3|1990|19|F|5|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|27|9985879||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|284854690|111148485812|1|3|1991|18|M|0|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|27|9985879||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
2009|284869033|118284324406|21|2|1988|21|F|5|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|27|9985879||0|0|31322571|31|MG|3162450|2|2||||0|0|0|0|1|2|1
