2007|136485301|111450504174|9|5|1990|17|F|0|1|10|31|MG|3162450|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|41|2761088||0|0|31319058|31|MG|3162450|2|2|||||||1|2|1
2007|136556675|116868922174|13|8|1985|22|M|5|1|10|31|MG|3132107|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|41|2761088||0|0|31319058|31|MG|3162450|2|2|||||||1|2|1
2007|136446444|112129935353|8|6|1992|15|M|0|1|10|31|MG|3162450|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|41|2761088||0|0|31319058|31|MG|3162450|2|2|||||||1|2|1
2007|136218302|113985802016|18|11|1992|15|F|0|1|10|31|MG|3162450|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|41|2761088||0|0|31319058|31|MG|3162450|2|2|||||||1|2|1
2007|136190381|111601351266|7|4|1981|26|F|0|1|10|31|MG|3132107|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|41|2761088||0|0|31319058|31|MG|3162450|2|2|||||||1|2|1
2007|136241205|114338323808|21|6|1985|22|M|0|1|10|31|MG|3162450|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|41|2761088||0|0|31319058|31|MG|3162450|2|2|||||||1|2|1
2007|136137537|114413826905|3|7|1990|17|M|0|1|10|31|MG|3132107|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|41|2761088||0|0|31319058|31|MG|3162450|2|2|||||||1|2|1
2007|136124817|110016757032|6|6|1986|21|M|0|1|10|31|MG|3162450|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|41|2761088||0|0|31319058|31|MG|3162450|2|2|||||||1|2|1
2007|135550112|111827902670|23|10|1993|14|F|0|1|10|31|MG|3162450|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|41|2761088||0|0|31319058|31|MG|3162450|2|2|||||||1|2|1
2007|135646555|110092213293|31|5|1991|16|M|0|1|10|31|MG|3162450|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|41|2761088||0|0|31319058|31|MG|3162450|2|2|||||||1|2|1
2007|135649266|112129935434|3|3|1986|21|M|0|1|10|31|MG|3132107|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|41|2761088||0|0|31319058|31|MG|3162450|2|2|||||||1|2|1
2007|135589162|110997294166|17|10|1987|20|M|0|1|10|31|MG|3162450|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|41|2761088||0|0|31319058|31|MG|3162450|2|2|||||||1|2|1
2007|135639008|113337586693|12|12|1989|18|F|0|1|10|31|MG|3162450|31|MG|3132107|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|41|2761088||0|0|31319058|31|MG|3162450|2|2|||||||1|2|1
2007|135573168|112507136250|27|10|1992|15|M|0|1|10|31|MG|3162450|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|41|2761088||0|0|31319058|31|MG|3162450|2|2|||||||1|2|1
2007|135591932|114338324960|27|12|1988|19|M|0|1|10|31|MG|3132107|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|41|2761088||0|0|31319058|31|MG|3162450|2|2|||||||1|2|1
2007|135582112|111072853212|17|12|1988|19|M|0|1|10|31|MG|3162450|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|41|2761088||0|0|31319058|31|MG|3162450|2|2|||||||1|2|1
2007|135545630|112205417109|10|12|1991|16|F|0|1|10|31|MG|3162450|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|41|2761088||0|0|31319058|31|MG|3162450|2|2|||||||1|2|1
2007|135525144|114564789669|4|9|1992|15|F|0|1|10|31|MG|3139300|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|41|2761088||0|0|31319058|31|MG|3162450|2|2|||||||1|2|1
2007|138338697|110918759284|22|6|1989|18|F|5|1|10|31|MG|3139300|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|41|2761088||0|0|31319058|31|MG|3162450|2|2|||||||1|2|1
2007|138432763|111299422607|21|8|1992|15|F|0|1|10|31|MG|3162450|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|41|2761088||0|0|31319058|31|MG|3162450|2|2|||||||1|2|1
2007|159523253|111538603097|18|12|1987|20|M|0|1|10|31|MG|3132107|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|25|3588064||0|0|31269875|31|MG|3162450|2|2|||||||1|2|1
2007|159528242|111991678435|16|12|1992|15|F|0|1|10|31|MG|3132107|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|25|3588064||0|0|31269875|31|MG|3162450|2|2|||||||1|2|1
2007|159525004|112822031699|14|2|1991|16|F|0|1|10|31|MG|3132107|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|25|3588064||0|0|31269875|31|MG|3162450|2|2|||||||1|2|1
2007|159526952|112595439439|31|12|1990|17|M|0|1|10|31|MG|3162450|31|MG|3132107|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|25|3588064||0|0|31269875|31|MG|3162450|2|2|||||||1|2|1
2007|159535517|114954569353|6|3|1988|19|F|0|1|10|31|MG|3132107|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|25|3588064||0|0|31269875|31|MG|3162450|2|2|||||||1|2|1
2007|159525189|113727703562|3|8|1987|20|M|0|1|10|31|MG|3132107|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|25|3588064||0|0|31269875|31|MG|3162450|2|2|||||||1|2|1
2007|159529479|111183258932|21|3|1992|15|F|0|1|10|31|MG|3132107|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|25|3588064||0|0|31269875|31|MG|3162450|2|2|||||||1|2|1
2007|159529356|110051603259|10|6|1983|24|F|0|1|10|31|MG|3132107|31|MG|3162450|0|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|25|3588064||0|0|31269875|31|MG|3162450|2|2|||||||1|2|1
