ANO_CENSO|PK_COD_MATRICULA|FK_COD_ALUNO|NU_DIA|NU_MES|NU_ANO|NUM_IDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|FK_COD_PAIS_ORIGEM|FK_COD_ESTADO_NASC|SGL_UF_NASCIMENTO|FK_COD_MUNICIPIO_DNASC|FK_COD_ESTADO_END|SIGLA_END|FK_COD_MUNICIPIO_END|ID_ZONA_RESIDENCIAL|ID_TIPO_ATENDIMENTO|ID_N_T_E_P|ID_RESPONSAVEL_TRANSPORTE|ID_POSSUI_NEC_ESPECIAL|ID_TIPO_NEC_ESP_CEGUEIRA|ID_TIPO_NEC_ESP_BAIXA_VISAO|ID_TIPO_NEC_ESP_SURDEZ|ID_TIPO_NEC_ESP_DEF_AUDITIVA|ID_TIPO_NEC_ESP_SURDO_CEGUEIRA|ID_TIPO_NEC_ESP_DEF_FISICA|ID_TIPO_NEC_ESP_DEF_MENTAL|ID_TIPO_NEC_ESP_TRANSTORNOS|ID_TIPO_NEC_ESP_SINDROME_DOWN|ID_TIPO_NEC_ESP_DEF_MULTIPLAS|ID_TIPO_NEC_ESP_SUPERDOTACAO|ID_NEC_APO_ESP_PEDAGOGICO|FK_COD_MOD_ENSINO|FK_COD_ETAPA_ENSINO|PK_COD_TURMA|FK_COD_CURSO_PROF|COD_UNIFICADA|FK_COD_TIPO_TURMA|PK_COD_ENTIDADE|FK_COD_ESTADO_ESCOLA|SIGLA_ESCOLA|COD_MUNICIPIO_ESCOLA|ID_LOCALIZACAO_ESC|ID_DEPENDENCIA_ADM_ESC|DESC_CATA_ESCOLA_PRIV|ID_CONVENIADA_PP_ESC|ID_TIPO_CONVENIO_PODER_PUBLICO|ID_MANT_ESCOLA_PRIVADA_EMP|ID_MANT_ESCOLA_PRIVADA_ONG|ID_MANT_ESCOLA_PRIVADA_SIND|ID_MANT_ESCOLA_PRIVADA_APAE|ID_DOCUMENTO_REGULAMENTACAO|ID_LOCALIZACAO_DIFERENCIADA|ID_EDUCACAO_INDIGENA
2008|223688025|112280920521|28|2|1991|17|F|0|1|10|31|MG|3162450|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|26|6919290||0|0|31297518|31|MG|3162450|2|2||||||||1|2|1
2008|223688027|114338342276|17|6|1989|19|F|0|1|10|31|MG|3162450|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|26|6919290||0|0|31297518|31|MG|3162450|2|2||||||||1|2|1
2008|223688031|118284025247|16|10|1973|35|M|5|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|26|6919290||0|0|31297518|31|MG|3162450|2|2||||||||1|2|1
2008|223688032|118284065893|25|3|1993|15|F|5|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|26|6919290||0|0|31297518|31|MG|3162450|2|2||||||||1|2|1
2008|223688033|118284116552|25|10|1970|38|F|5|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|26|6919290||0|0|31297518|31|MG|3162450|2|2||||||||1|2|1
2008|223688034|111525937498|11|10|1986|22|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0||1|26|6919290||0|0|31297518|31|MG|3162450|2|2||||||||1|2|1
2008|223688035|113372277146|19|9|1987|21|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|26|6919290||0|0|31297518|31|MG|3162450|2|2||||||||1|2|1
2008|223688036|113714970010|2|1|1989|19|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0||1|26|6919290||0|0|31297518|31|MG|3162450|2|2||||||||1|2|1
2008|223688037|111978976665|29|8|1988|20|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0||1|26|6919290||0|0|31297518|31|MG|3162450|2|2||||||||1|2|1
2008|223688038|112693126770|26|10|1988|20|F|0|1|10|31|MG|3162450|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|26|6919290||0|0|31297518|31|MG|3162450|2|2||||||||1|2|1
2008|223688039|118284270047|8|4|1989|19|F|5|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0||1|26|6919290||0|0|31297518|31|MG|3162450|2|2||||||||1|2|1
2008|223688040|118284324406|21|2|1988|20|F|5|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0||1|26|6919290||0|0|31297518|31|MG|3162450|2|2||||||||1|2|1
2008|223688041|110846660732|21|1|1990|18|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|26|6919290||0|0|31297518|31|MG|3162450|2|2||||||||1|2|1
2008|223688042|110318512679|18|9|1990|18|F|0|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0||1|26|6919290||0|0|31297518|31|MG|3162450|2|2||||||||1|2|1
2008|223688043|118284205733|10|7|1988|20|F|5|1|10|31|MG|3132107|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0||1|26|6919290||0|0|31297518|31|MG|3162450|2|2||||||||1|2|1
2008|229678479|110881287260|11|11|1988|20|F|0|1|10|31|MG|3162450|31|MG|3162450|2|3|1|2|0|0|0|0|0|0|0|0|0|0|0|0||1|26|6919290||0|0|31297518|31|MG|3162450|2|2||||||||1|2|1
2008|229678566|111148485812|1|3|1991|17|M|0|1|10|31|MG|3132107|31|MG|3162450|2|3|0||0|0|0|0|0|0|0|0|0|0|0|0||1|26|6919290||0|0|31297518|31|MG|3162450|2|2||||||||1|2|1
